subject,predicate,object,sentence_location
GaroCommunityMembersInBangladesh,HAVE_INSTITUTIONS,Institutions,
GaroCommunityMembersInBangladesh,HAVE_CHURCHES,Churches,
GaroCommunityMembers,HAVE_DIFFERENT_LANGUAGE_SITUATION,HaluaghatThana,
GaroCommunityMembers,HAVE_DIFFERENT_LANGUAGE_SITUATION,PhulpurThana,
GaroCommunityMembers,HAVE_DIFFERENT_PERCEPTION,HaluaghatThana,
GaroCommunityMembers,HAVE_DIFFERENT_PERCEPTION,PhulpurThana,
GaroCommunityMembers,USE,FourDomains,
GaroCommunityMembers,USE,Mandi Language,
GaroCommunityMembers,USE,Bangla Language,
GaroCommunityMembers,USE,English Language,
GaroCommunityMembers,LIVE_IN,TwoVillages,
GaroCommunityMembers,ARE_LOCATED_IN,Bangladesh,
GaroCommunityMembers,ARE_LOCATED_IN,Haluaghat,
GaroCommunityMembers,ARE_LOCATED_IN,Phulpur,
GaroCommunityMembers,HAVE_DIFFERENT_LANGUAGE_SITUATIONS,HaluaghatThana,
GaroCommunityMembers,HAVE_DIFFERENT_LANGUAGE_SITUATIONS,PhulpurThana,
GaroCommunityMembers,HAVE_DIFFERENT_PERCEPTIONS,HaluaghatThana,
GaroCommunityMembers,HAVE_DIFFERENT_PERCEPTIONS,PhulpurThana,
GaroCommunityMembers,ARE_MOSTLY_USING,"FourDomains: {family, friendship, religious, media}",
GaroCommunityMembers,ARE_KNOWN_FOR,UsingMandiLanguageInFamily,
GaroCommunityMembers,USE_MOSTLY,MandiLanguageInFamily,
GaroCommunityMembers,ARE_CHRISTIAN,Christian,
SecondGenerationGaroChildren,SPEAK,MandiLanguage,
SecondGenerationGaroChildren,SPEAK,BanglaOrEnglish,
SecondGenerationGaroChildren,ALSO_SPEAK,BanglaLanguage,
MothersOfSecondGenerationGaroChildren,TEACH,MandiLanguage,
M1,MIX_LANGUAGE_WITH_SPOUSE,"Bangla, Mandi, English",
M1,IS_THE_ONLY_ONE,MandiFamily,
F4,MIX_LANGUAGE_WITH_SPOUSE,"Mandi, Bangla",
ParticipantsAgedBelow35WithMainstreamCommunitySpouse,SPEAK_MIXED_LANGUAGE,"Bangla, Mandi",
GaroChildren,USE,BanglaLanguage,
GaroChildren,TRY_TO_SPEAK,BanglaWithSiblingsWhenInfluencedBySchool,
GaroChildren,USE_LANGUAGE_WITH_SIBLINGS,MandiLanguage,
GaroChildren,TRY_TO_SPEAK_BANGLA_WITH_SIBLINGS,WhenInfluencedBySchool,
GaroChildren,GO_TO,MainstreamSchools,
GaroChildren,DEVELOP_SOCIALISATION,BengaliChildren,
ParticipantsAbove35,SPEAK_MANDI_WITH_SIBLINGS,TRUE,
ParticipantsBelow35,HAVE_LOW_TENDENCY_TO_SPEAK_MANDI,WithSiblings,
ParticipantsBelow35,HAVE_LOW_TENDENCY,SpeakMandiWithSiblings,
GaroGrandchildren,SPEAK_MANDI_WITH_GRANDPARENTS,TRUE,
MandiLanguageMaintenance,IS_HIGHER,WithGrandparents,
MandiLanguageMaintenance,CONTRIBUTES_TO,OverallPictureOfMandiLanguageMaintenance,
MandiLanguageMaintenance,IS_AFFECTED_BY,DomainsPlayingSignificantRole,
HighlyEducatedGaroParticipants,SPEAK,MandiAndBangla,
HighlyEducatedGaroParticipants,MAINTAIN_THEIR_LANGUAGE,Differently,
HighlyEducatedGaroParticipants,START_CONVERSATIONS_WITH,Mandi,
HighlyEducatedGaroParticipants,SPEAK_MANDI_WITH,RelativesWithNoLiteracy,
MandiCommunity,USE,RomanAlphabetToWrite,
MandiCommunity,SPEAK,Bangla,
MandiCommunity,HELP_WITH,ExtendedFamilyAndRelatives,
MandiCommunity,PLAY_A_SIGNIFICANT_ROLE,PreservationOfMandi,
MandiCommunity,LIVE_IN,HaluaghatThanaAndPhulpurThana,
MandiCommunity,PRACTICE,UsingBanglaInPrayersAtChurch,
MandiCommunity,PRACTICE,UsingBanglaInPrayersAtHome,
MandiCommunity,PRACTICE,OrganizingPrayersAndRitualsInMandiTwiceAWeek,
MandiCommunity,PRAY_IN,Bangla,
MandiCommunity,USE_MANDI,AtHome,
MandiCommunity,ORGANIZE_PRAYERS,TwiceAWeek,
MandiCommunity,FEEL_SPIRITUAL,Bangla,
MandiCommunity,FEEL_SPIRITUAL,WhenPrayingInMandiLanguage,
MandiCommunity,ROLE_IN_PRESERVING,ExtendedFamilyAndRelatives,
MandiCommunityParticipants,LIVE_IN,HaluaghatThanaAndPhulpurThana,
HomeLanguagePreferenceOlderPeople,IS_HIGH,Mandi,
LocalJobholdersTeachersFarmersHomeLanguagePreference,USE,Mandi,
MandiUsers,USE_AND_PREFER,MandiLanguageAtHome,
MandiLanguageUseAbove35,IS_HIGHER,PeopleAbove35,
MandiLanguageUseBelow35,IS_LOW,PeopleBelow35,
PeopleBelow35,PREFER_BANGLA_AT_HOME,MandiCommunity,
PeopleBelow35,OPINION,(NoOneSpeaksMandiHere,
VillageNearMandiStreamCommunity,HAS_A_HIGH_PREFERENCE,MandiLanguage,
ParticipantsLivingWithBengaliMainstreamCommunity,HAVE_A_HIGH_CHANCE,LosingMandiLanguage,
ParticipantsLivingWithBengaliMainstreamCommunity,HAVE_A_HIGH_CHANCE_OF_LOSING,MandiLanguage,
GaroPeople,USE_MOTHER_TONGUE,100%,
GaroPeople,USE_MOTHER_TONGUE,80-100%,
GaroPeople,HAVE_SOCIAL_NETWORKS,MandiCommunity,
GaroPeople,HAVE_SOCIAL_NETWORKS,BengaliCommunity,
GaroPeople,PREFER_TO_STAY,WithinMandiCommunityMembers,
GaroPeople,SPEAK_MANDI,Can_Understand,
GaroPeople,DO_NOT_HAVE,NationalOrPrivatePodcastingMediaMoviesOrDrama,
GaroPeople,DO_NOT_HAVE,Media,
GaroPeople,HAVE_LITERACY_RATE,90%,
GaroPeople,SPEAK_BANGLA,Can,
GaroPeople,WRITE_NAME_IN_BANGLA,Can,
GaroPeople,SPEAK_LANGUAGE,MandiLanguage,
GaroPeople,SPEAK_LANGUAGE,Bangla,
GaroPeople,SPEAK_LANGUAGE,English,
GaroPeople,HAVE_SOCIAL_NETWORK,MandiCommunity,
GaroPeople,HAVE_SOCIAL_NETWORK,BengaliCommunity,
GaroPeople,HAVE_A_LITERACY_RATE,90%,
GaroYoungGeneration,ARE_MORE_INVOLVED,MandiCommunity,
FirstClassJobHolderGaroParticipant,NOT_INVOLVED,MandiCommunity,
GaroPeopleAbove35,SPEAK_MANDI,Entirely,
GaroPeopleOutsideLocalArea,SPEAK_BANGLA_OR_ENGLISH,WithMandiCoWorkers,
MandiPeople,PREFER,LivingWithEachOther,
MandiPeople,USE_LANGUAGE,MandiLanguage,
MandiPeople,USE_LANGUAGE,BanglaLanguage,
MandiPeople,NEED_LANGUAGE,BanglaOrEnglish,
MandiPeople,PREFER_TO_LIVE_WITH,OtherMandiPeople,
MandiPeople,CANNOT_FEEL_SPIRITUAL,WhenPrayingInMandiLanguage,
MandiPeople,NEED,BanglaOrEnglish,
YoungerMandiPeople,LIVE_NEAR,MandiConcentratedAreas,
OlderMandiPeople,LIVE_NEAR,BengaliMainstreamCommunity,
SomeParents,MAKE_CONSCIOUS,MandiLanguageUse,
SomeParents,MAKE_CONSCIOUS,(GaroChildren,
ReligiousDomain,NOT_SIGNIFICANT,MandiLanguageMaintenance,
ReligiousDomain,NOT_SIGNIFICANT,MaintainingMandiLanguage,
MandiPeopleBangladesh,USE_ROMAN_ALPHABET,ForWritingMandiLanguage,
MandiPeopleBangladesh,USE_ROMAN_ALPHABET_FOR_WRITING,TheirLanguage,
MandiPeopleBangladesh,USE_BENGALI_SCRIPT,ForReligiousPurposes,
MandiReligiousScript,IS_WRITTEN_IN,AchikLanguage,
GaroLanguageFirstGeneration,LACK,RichAudioVideoDocumentsOrSources,
GaroLanguageYoungerGenerations,SHOW_INTEREST,MakeAudioAndVideoContent,
SometimesMandiLanguageSongsAndDances,ARE_BROADCASTED,BangladeshNationalTVShow,
YoungGaroGeneration,USE,SocialMedia,
YoungGaroGeneration,DEVELOP_CULTURAL_GROUPS,MandiLanguageCulture,
MandiLanguageCulture,ARE_BEING_SAVED,CulturalGroupsBasedOnMandi,
OneFemaleInterviewee,READ_WRITE_MANDI,Yes,
OtherParticipants,READ_WRITE_MANDI,No,
ResourcesToReadWriteMandi,EXIST,,
NoNovelColumnWritersBasedOnMandiLanguage,EXIST,,
MandiLanguageUsagePreferenceAgedBelow35,IS_FIRST_CHOICE,People,
MandiLanguageUsagePreferenceAgedAbove35,IS_FIRST_CHOICE,People,
MandiLanguageUsagePreferenceLocation,IS_DEPENDENT_ON,CommunityLocation,
ParentsAttitudeTowardsGaroLanguage,INFLUENCES,MandiLanguageUsageByChildren,
YoungGenerationGaroFamily,PREFER,BanglaLanguage,
YoungGenerationGaroFamily,PREFER_NOT,MandiLanguage,
GaroPeopleBigMandiCommunity,HAVE_OPPORTUNITY,UseMandiLanguage,
GaroPeopleBigMandiCommunity,USE_MORE,MandiLanguage,
FamilyDomainGaroCommunity,BEST_DOMAIN,MandiLanguage,
FamilyDomainGaroCommunity,BEST_DOMAIN,UseMandiLanguageAtHome,
OlderGenerationsGaroCommunity,TRY_TO_MAINTAIN,TheirLanguage,
OlderGenerationsGaroCommunity,TRY_MAINTAIN,MandiLanguage,
StakeholdersElderlyCommunityMembers,SHOULD_ENCOURAGE,AwarenessOfMandiLanguageMaintenance,
InDepthQualitativeInquiry,IS_CONDUCTED_ON,GaroCommunityMembersBangladesh,
LanguageMaintenanceGaroCommunityBangladesh,IS_AFFECTED_BY,ConcentrationOfGaroSpeakers,
LanguageMaintenanceGaroCommunityBangladesh,IS_AFFECTED_BY,ProximityToMainstreamCommunity,
LanguageMaintenanceGaroCommunityBangladesh,IS_AFFECTED_BY,Age,
GaroLanguageUseInPublicSettings,IS_RESTRICTED_BY,OfficialUseOfBangla,
GaroLanguageMaintenanceSupport,IS_PROVIDED_BY,FamilyAndCommunity,
GaroLanguageShift,OCCURS,Somwhere,
GaroLanguageShift,IS_TOWARDS,Som,
Garo Community,language,Modhupur Mandi,
Garo Community,IS_STUDIED_IN,War-Jaintia,
GarosOfBangladesh,HAVE_A_RELIGION,Unspecified,
GaroEthnicPeopleOfSalForestsInBangladesh,LIVE_IN,SalForests,
ChristianReligion,IS_FOLLOWED_BY,GaroCommunityMembers,
GaroHighestNumber,IS_NOTICABLE_IN,"Haluaghat, Netrokona, Mymensing, and Modhupur",
GaroScatteredLocations,lives,"Sherpur, Tangail, and Jamalpur districts",
GaroMainDialect,IS,A'beng,
GaroLanguageScript,uses,Roman alphabet,
MainstreamSocietyCallsGaro,IS_CALLED,Garo,
GaroMembers,VARIES_AGES,Ages,
GaroMembers,DIVIDED_BY_AGE,TwoAgeGroups,
GaroCommunityPeople,ARE_NOT_ABLE_TO_SPEAK_AT,Workplaces,
InterviewParticipants,USE_MANDILANGUAGE_WITH,Parents,
InterviewParticipants,USE_MANDILANGUAGE_WITH,Themselves,
ParticipantsAged35OrAbove,SPEAK_LANGUAGE_WITH_SIBLINGS,MandiLanguage,
EducatedGaroPeople,HAVE_DIFFERENT_ATTITUDES,LanguageUse,
EducatedGaroPeople,USE_LANGUAGES,BanglaMandiEnglish,
EducatedGaroPeople,USE_REGIONAL_DIALECTS,Bangla,
EducatedGaroPeople,USE_STANDARD_BANGLA,HighlyEducatedGaroCommunity,
HomeLanguagePreferenceByAge,DIFFER_BY_AGE,MandiCommunity,
HomeLanguagePreferenceByJobStatus,DIFFER_BY_JOB_STATUS,MandiCommunity,
FirstClassJobHolders,USE_BANGLA_AT_HOME,MandiCommunity,
LocalJobholdersTeachersFarmers,PREFER_USING_MANDI_AT_HOME,MandiCommunity,
AgeGroupAbove35,HAVE_HIGHER_MAINTENANCE_AND_PREFERENCE,MandiLanguage,
AgeGroupBelow35,HAVE_LOW_MAINTENANCE_AND_PREFERENCE,MandiLanguage,
VillageWithBengaliMainstreamCommunity,HAS_A_LOW_PREFERENCE,MandiLanguage,
GaroFirstClassJobHolder,NOT_INVOLVED,MandiCommunity,
LanguageChoiceAndPreference,DEMONSTRATED_IN_FRIENDSHIP_DOMAIN,VitalRoleInMaintainingMandiLanguage,
ReligiousScriptMandiPeopleAssam,IS_WRITTEN_IN,AchikLanguage,
Sunday,IS_A_GREAT_DAY,MaintainMandiLanguage,
FirstGenerationGaro,DO_NOT_HAVE,RichAudioVideoDocumentsOrSources,
YoungerGenerationsGaro,ARE_INTERESTED_IN,MakingAudioAndVideoContent,
MandiLanguageYoungGeneration,DEVELOP,CulturalGroups,
CulturalGroupsBasedOnMandi,ARE_BASED,SocialMedia,
DomainsPlayingSignificantRoleInMandiLanguageMaintenance,ARE,SignificantRoleInMaintainingMandiLanguage,
PreferenceOfPeopleAgedBelowAndAbove35,IS,MandiLanguageUsageAtHome,
ParentsInGaroLanguage,HAVE_MORE_POSITIVE_ATTITUDES,ReasonForChildrenSpeakingGaro,
ParentsAttitudesTowardsMandiLanguage,VARY,AttitudesTowardsMandiLanguageMaintenance,
GaroPeopleLivingInEthnicBasedVillages,FACE_LANGUAGE_MAINTENANCE_PROBLEMS,ProblemsWithMandiLanguageMaintenance,
EducatedGuardiansGaroFamily,EMPHASIZE,BanglaEnglishLanguage,
SecondGenerationGaroCommunityPeople,NEEDS_RESEARCH,PerceptionExperiencesLanguageMaintenance,
StateLanguagePolicyAndEducation,ACCELERATES,GaroLanguageMaintenance,
MandiWomen,UNDERGO_A_RITUAL,M=6,
